Journal name,ISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
JOURNAL OF NEUROSCIENCE RESEARCH,1097-4547,NEUROSCIENCES - SCIE,15264,4.164,Q2,0.91,8.22%
JOURNAL OF PSYCHOPHARMACOLOGY,1461-7285,NEUROSCIENCES - SCIE,8158,4.153,Q2,0.97,16.01%
Journal of Neuroimmune Pharmacology,1557-1904,NEUROSCIENCES - SCIE,3445,4.147,Q2,1.15,9.60%
ASN Neuro,1759-0914,NEUROSCIENCES - SCIE,1176,4.146,Q2,0.7,100%
NEUROINFORMATICS,1559-0089,NEUROSCIENCES - SCIE,1780,4.085,Q2,0.91,25.18%
eNeuro,2373-2822,NEUROSCIENCES - SCIE,5122,4.081,Q2,0.9,100%
Frontiers in Neuroinformatics,1662-5196,NEUROSCIENCES - SCIE,3340,4.081,Q2,0.92,100%
BRAIN RESEARCH BULLETIN,1873-2747,NEUROSCIENCES - SCIE,11823,4.077,Q2,0.85,5.59%
Molecular Brain,1756-6606,NEUROSCIENCES - SCIE,3782,4.041,Q2,0.94,100%
CORTEX,1973-8102,NEUROSCIENCES - SCIE,13326,4.027,Q2,1.17,15.30%
Journal of Neurodevelopmental Disorders,1866-1955,NEUROSCIENCES - SCIE,1819,4.025,Q2,0.92,100%
PSYCHOPHYSIOLOGY,1469-8986,NEUROSCIENCES - SCIE,17106,4.016,Q2,1.21,15.13%
Frontiers in Neurology,1664-2295,NEUROSCIENCES - SCIE,18626,4.003,Q2,0.8,100%
NEUROCHEMICAL RESEARCH,1573-6903,NEUROSCIENCES - SCIE,12688,3.996,Q2,0.85,8.40%
JOURNAL OF SLEEP RESEARCH,1365-2869,NEUROSCIENCES - SCIE,8023,3.981,Q2,1.02,16.51%
Developmental Neurobiology,1932-846X,NEUROSCIENCES - SCIE,3458,3.964,Q2,0.83,16.15%
EUROPEAN JOURNAL OF PAIN,1532-2149,NEUROSCIENCES - SCIE,9204,3.931,Q2,1.15,17.86%
NEUROCHEMISTRY INTERNATIONAL,1872-9754,NEUROSCIENCES - SCIE,10823,3.921,Q2,0.93,7.15%
NEUROTOXICITY RESEARCH,1476-3524,NEUROSCIENCES - SCIE,4578,3.911,Q2,0.93,10.77%
HIPPOCAMPUS,1098-1063,NEUROSCIENCES - SCIE,9540,3.899,Q2,0.94,17.80%
Frontiers in Neuroanatomy,1662-5129,NEUROSCIENCES - SCIE,4556,3.856,Q2,1.16,100%
CEREBELLUM,1473-4230,NEUROSCIENCES - SCIE,3968,3.847,Q2,0.87,18.63%
NEUROMOLECULAR MEDICINE,1559-1174,NEUROSCIENCES - SCIE,2423,3.843,Q2,0.7,12.50%
Neural Development,1749-8104,NEUROSCIENCES - SCIE,1135,3.842,Q2,0.66,100%
NEUROLOGIC CLINICS,1557-9875,NEUROSCIENCES - SCIE,3097,3.806,Q2,0.94,1.25%
Purinergic Signalling,1573-9546,NEUROSCIENCES - SCIE,2490,3.765,Q2,0.69,19.58%
NEUROTOXICOLOGY AND TERATOLOGY,1872-9738,NEUROSCIENCES - SCIE,4139,3.763,Q2,0.97,2.82%
Behavioral and Brain Functions,1744-9081,NEUROSCIENCES - SCIE,1843,3.759,Q2,0.83,100%
NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY,1769-7131,NEUROSCIENCES - SCIE,1825,3.734,Q2,0.65,1.59%
CLINICAL NEUROPHYSIOLOGY,1872-8952,NEUROSCIENCES - SCIE,23593,3.708,Q2,0.98,10.36%
JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,1554-6578,NEUROSCIENCES - SCIE,11189,3.685,Q2,1,10.26%
Computational Intelligence and Neuroscience,1687-5273,NEUROSCIENCES - SCIE,4195,3.633,Q2,0.63,100%
JOURNAL OF NEUROENDOCRINOLOGY,1365-2826,NEUROSCIENCES - SCIE,6629,3.627,Q3,0.76,13.86%
NEURAL PLASTICITY,1687-5443,NEUROSCIENCES - SCIE,5730,3.599,Q3,0.62,100%
NEUROGASTROENTEROLOGY AND MOTILITY,1365-2982,NEUROSCIENCES - SCIE,10724,3.598,Q3,0.78,11.07%
Neurophotonics,2329-4248,NEUROSCIENCES - SCIE,1416,3.593,Q3,0.83,83.13%
NEUROSCIENCE,1873-7544,NEUROSCIENCES - SCIE,50893,3.59,Q3,0.83,8.93%
METABOLIC BRAIN DISEASE,1573-7365,NEUROSCIENCES - SCIE,4687,3.584,Q3,0.78,4.83%
JOURNAL OF NEURAL TRANSMISSION,1435-1463,NEUROSCIENCES - SCIE,8972,3.575,Q3,0.79,19.79%
Frontiers in Behavioral Neuroscience,1662-5153,NEUROSCIENCES - SCIE,9314,3.558,Q3,0.79,100%
PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,1873-5177,NEUROSCIENCES - SCIE,13378,3.533,Q3,0.87,3.58%
Cognitive Systems Research,1389-0417,NEUROSCIENCES - SCIE,1762,3.523,Q3,0.92,2.29%
Current Alzheimer Research,1875-5828,NEUROSCIENCES - SCIE,5357,3.498,Q3,0.76,0%
JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM,1529-8027,NEUROSCIENCES - SCIE,2264,3.494,Q3,0.74,13.87%
STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS,1607-8888,NEUROSCIENCES - SCIE,3588,3.493,Q3,0.86,6.15%
Frontiers in Neural Circuits,1662-5110,NEUROSCIENCES - SCIE,4006,3.492,Q3,0.64,100%
JOURNAL OF NEUROIMMUNOLOGY,1872-8421,NEUROSCIENCES - SCIE,12584,3.478,Q3,0.75,5.56%
GENES BRAIN AND BEHAVIOR,1601-183X,NEUROSCIENCES - SCIE,4424,3.449,Q3,0.97,14.61%
JOURNAL OF MOLECULAR NEUROSCIENCE,1559-1166,NEUROSCIENCES - SCIE,6989,3.444,Q3,0.71,5.87%
Social Cognitive and Affective Neuroscience,1749-5024,NEUROSCIENCES - SCIE,8981,3.436,Q3,1.12,99.71%
ACTA NEUROPSYCHIATRICA,1601-5215,NEUROSCIENCES - SCIE,1241,3.403,Q3,0.67,7.96%
Molecular Pain,1744-8069,NEUROSCIENCES - SCIE,4485,3.395,Q3,0.71,100%
Brain Sciences,2076-3425,NEUROSCIENCES - SCIE,4198,3.394,Q3,0.64,100%
EUROPEAN JOURNAL OF NEUROSCIENCE,1460-9568,NEUROSCIENCES - SCIE,27894,3.386,Q3,0.83,21.41%
IEEE Transactions on Cognitive and Developmental Systems,2379-8939,NEUROSCIENCES - SCIE,758,3.379,Q3,0.86,0%
BEHAVIOURAL BRAIN RESEARCH,1872-7549,NEUROSCIENCES - SCIE,30620,3.332,Q3,1,5.94%
NEUROLOGICAL SCIENCES,1590-3478,NEUROSCIENCES - SCIE,8857,3.307,Q3,0.69,8.72%
NEUROSCIENCE RESEARCH,1872-8111,NEUROSCIENCES - SCIE,5711,3.304,Q3,0.6,10.37%
NEUROPSYCHOLOGY,1931-1559,NEUROSCIENCES - SCIE,7020,3.295,Q3,0.93,1.54%
Frontiers in Systems Neuroscience,1662-5137,NEUROSCIENCES - SCIE,5714,3.289,Q3,0.69,100%
BMC NEUROSCIENCE,1471-2202,NEUROSCIENCES - SCIE,5712,3.288,Q3,0.74,100%
NEUROPEPTIDES,1532-2785,NEUROSCIENCES - SCIE,2652,3.286,Q3,0.63,4.19%
COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE,1531-135X,NEUROSCIENCES - SCIE,4875,3.282,Q3,0.86,26.62%
Brain Structure & Function,1863-2661,NEUROSCIENCES - SCIE,8278,3.27,Q3,1.38,26.40%
Experimental Neurobiology,2093-8144,NEUROSCIENCES - SCIE,1499,3.261,Q3,0.69,39.73%
BRAIN RESEARCH,1872-6240,NEUROSCIENCES - SCIE,58190,3.252,Q3,0.75,5.93%
VISUAL NEUROSCIENCE,1469-8714,NEUROSCIENCES - SCIE,2484,3.241,Q3,0.85,2.78%
International Review of Neurobiology,2162-5514,NEUROSCIENCES - SCIE,3764,3.23,Q3,0.46,0%
JOURNAL OF COGNITIVE NEUROSCIENCE,1530-8898,NEUROSCIENCES - SCIE,18157,3.225,Q3,0.92,3.48%
MUSCLE & NERVE,1097-4598,NEUROSCIENCES - SCIE,15760,3.217,Q3,0.76,9.32%
JOURNAL OF COMPARATIVE NEUROLOGY,1096-9861,NEUROSCIENCES - SCIE,32741,3.215,Q3,1.45,13.24%
HEARING RESEARCH,1878-5891,NEUROSCIENCES - SCIE,11475,3.208,Q3,1.39,16.53%
SEIZURE-EUROPEAN JOURNAL OF EPILEPSY,1532-2688,NEUROSCIENCES - SCIE,8044,3.184,Q3,0.72,4.57%
JOURNAL OF THE NEUROLOGICAL SCIENCES,1878-5883,NEUROSCIENCES - SCIE,22390,3.181,Q3,0.69,6.12%
Frontiers in Human Neuroscience,1662-5161,NEUROSCIENCES - SCIE,25026,3.169,Q3,0.81,100%
CHEMICAL SENSES,1464-3553,NEUROSCIENCES - SCIE,5825,3.16,Q3,0.73,10.31%
AUTONOMIC NEUROSCIENCE-BASIC & CLINICAL,1872-7484,NEUROSCIENCES - SCIE,3424,3.145,Q3,0.51,6.25%
NEUROPSYCHOLOGIA,1873-3514,NEUROSCIENCES - SCIE,28496,3.139,Q3,0.98,12.85%
Cognitive Neuroscience,1758-8936,NEUROSCIENCES - SCIE,822,3.065,Q3,0.65,6.41%
JARO-JOURNAL OF THE ASSOCIATION FOR RESEARCH IN OTOLARYNGOLOGY,1438-7573,NEUROSCIENCES - SCIE,2642,3.057,Q3,1.09,20.93%
JOURNAL OF CHEMICAL NEUROANATOMY,1873-6300,NEUROSCIENCES - SCIE,2880,3.052,Q3,0.64,3.05%
NEUROSCIENCE LETTERS,1872-7972,NEUROSCIENCES - SCIE,39278,3.046,Q3,0.67,5.05%
BRAIN TOPOGRAPHY,1573-6792,NEUROSCIENCES - SCIE,3130,3.02,Q3,0.94,28.96%
INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,1872-7697,NEUROSCIENCES - SCIE,10258,2.997,Q3,0.84,5.04%
DEVELOPMENTAL NEUROSCIENCE,1421-9859,NEUROSCIENCES - SCIE,2512,2.984,Q3,0.79,2.27%
Neurodegenerative Diseases,1660-2862,NEUROSCIENCES - SCIE,1798,2.977,Q3,0.64,6.25%
JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,1469-7661,NEUROSCIENCES - SCIE,8866,2.892,Q3,0.78,4.59%
NEUROBIOLOGY OF LEARNING AND MEMORY,1095-9564,NEUROSCIENCES - SCIE,8141,2.877,Q3,0.96,9.41%
NEUROPSYCHOLOGICAL REHABILITATION,1464-0694,NEUROSCIENCES - SCIE,3047,2.868,Q3,0.95,6.48%
GAIT & POSTURE,1879-2219,NEUROSCIENCES - SCIE,18460,2.84,Q3,0.88,3.20%
Frontiers in Integrative Neuroscience,1662-5145,NEUROSCIENCES - SCIE,2795,2.763,Q3,0.62,100%
JOURNAL OF NEUROPHYSIOLOGY,1522-1598,NEUROSCIENCES - SCIE,43100,2.714,Q3,0.68,6.54%
Brain and Behavior,2162-3279,NEUROSCIENCES - SCIE,4239,2.708,Q3,0.7,100%
Frontiers in Neurorobotics,1662-5218,NEUROSCIENCES - SCIE,1319,2.65,Q3,0.71,100%
JOURNAL OF NEUROVIROLOGY,1538-2443,NEUROSCIENCES - SCIE,3532,2.643,Q3,0.63,11.11%
Clinical Psychopharmacology and Neuroscience,2093-4327,NEUROSCIENCES - SCIE,1021,2.582,Q3,0.58,92.74%
SYNAPSE,1098-2396,NEUROSCIENCES - SCIE,4073,2.562,Q3,0.59,4.92%
NEUROIMMUNOMODULATION,1423-0216,NEUROSCIENCES - SCIE,1788,2.492,Q3,0.39,1.25%
LEARNING & MEMORY,1549-5485,NEUROSCIENCES - SCIE,6487,2.46,Q3,0.66,96.20%
PSYCHIATRIC GENETICS,1473-5873,NEUROSCIENCES - SCIE,1003,2.458,Q3,0.4,1.39%
INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE,1873-474X,NEUROSCIENCES - SCIE,3893,2.457,Q4,0.56,3.11%
Progress in Brain Research,0079-6123,NEUROSCIENCES - SCIE,9061,2.453,Q4,0.29,0%
NEUROLOGICAL RESEARCH,1743-1328,NEUROSCIENCES - SCIE,5066,2.448,Q4,0.69,0.22%
JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION,1878-6464,NEUROSCIENCES - SCIE,1695,2.435,Q4,0.97,0%
RESTORATIVE NEUROLOGY AND NEUROSCIENCE,1878-3627,NEUROSCIENCES - SCIE,2599,2.406,Q4,0.56,0%
ACTA NEUROLOGICA BELGICA,2240-2993,NEUROSCIENCES - SCIE,1689,2.396,Q4,0.43,4.15%
JOURNAL OF NEUROSCIENCE METHODS,1872-678X,NEUROSCIENCES - SCIE,19451,2.39,Q4,0.65,12.99%
BRAIN AND LANGUAGE,1090-2155,NEUROSCIENCES - SCIE,7432,2.381,Q4,1.2,10.95%
Frontiers in Computational Neuroscience,1662-5188,NEUROSCIENCES - SCIE,3142,2.38,Q4,0.67,100%
JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,1873-5711,NEUROSCIENCES - SCIE,6544,2.368,Q4,0.75,5.88%
NEUROPSYCHOBIOLOGY,1423-0224,NEUROSCIENCES - SCIE,3122,2.328,Q4,0.51,1.79%
BRAIN INJURY,1362-301X,NEUROSCIENCES - SCIE,8333,2.311,Q4,0.72,2.58%
BRAIN AND COGNITION,1090-2147,NEUROSCIENCES - SCIE,7818,2.31,Q4,0.76,11.07%
BEHAVIOURAL PHARMACOLOGY,1473-5849,NEUROSCIENCES - SCIE,3004,2.293,Q4,0.57,1.34%
INTERNATIONAL JOURNAL OF NEUROSCIENCE,1563-5279,NEUROSCIENCES - SCIE,5033,2.292,Q4,0.56,1.22%
NEUROIMAGING CLINICS OF NORTH AMERICA,1557-9867,NEUROSCIENCES - SCIE,1515,2.264,Q4,0.66,4.48%
Brain Connectivity,2158-0022,NEUROSCIENCES - SCIE,2876,2.262,Q4,0.79,5.36%
JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES,1545-7222,NEUROSCIENCES - SCIE,4177,2.198,Q4,0.63,1.26%
JOURNAL OF CLINICAL NEUROPHYSIOLOGY,1537-1603,NEUROSCIENCES - SCIE,4038,2.177,Q4,0.43,1.39%
HUMAN MOVEMENT SCIENCE,1872-7646,NEUROSCIENCES - SCIE,6137,2.161,Q4,0.69,3.63%
Journal of Stroke & Cerebrovascular Diseases,1532-8511,NEUROSCIENCES - SCIE,9223,2.136,Q4,0.48,2.28%
Journal of Integrative Neuroscience,1757-448X,NEUROSCIENCES - SCIE,627,2.117,Q4,0.36,100%
NEUROLOGY INDIA,1998-4022,NEUROSCIENCES - SCIE,3137,2.117,Q4,0.37,0%
BIOLOGICAL CYBERNETICS,1432-0770,NEUROSCIENCES - SCIE,4848,2.086,Q4,0.43,26.42%
Social Neuroscience,1747-0927,NEUROSCIENCES - SCIE,2366,2.083,Q4,0.74,12.64%
JOURNAL OF MUSCULOSKELETAL & NEURONAL INTERACTIONS,1108-7161,NEUROSCIENCES - SCIE,2075,2.041,Q4,0.41,0%
FOLIA NEUROPATHOLOGICA,1509-572X,NEUROSCIENCES - SCIE,876,2.038,Q4,0.44,100%
NEURAL COMPUTATION,1530-888X,NEUROSCIENCES - SCIE,17465,2.026,Q4,0.54,3.70%
CURRENT NEUROVASCULAR RESEARCH,1875-5739,NEUROSCIENCES - SCIE,1370,1.99,Q4,0.46,0%
EXPERIMENTAL BRAIN RESEARCH,1432-1106,NEUROSCIENCES - SCIE,22694,1.972,Q4,0.49,18%
JOURNAL OF CLINICAL NEUROSCIENCE,1532-2653,NEUROSCIENCES - SCIE,11503,1.961,Q4,0.42,2.16%
BEHAVIORAL NEUROSCIENCE,1939-0084,NEUROSCIENCES - SCIE,6881,1.912,Q4,0.6,1.24%
NEUROPATHOLOGY,1440-1789,NEUROSCIENCES - SCIE,2222,1.906,Q4,0.56,8.51%
VISION RESEARCH,1878-5646,NEUROSCIENCES - SCIE,17414,1.886,Q4,0.93,12.95%
STEREOTACTIC AND FUNCTIONAL NEUROSURGERY,1423-0372,NEUROSCIENCES - SCIE,2298,1.875,Q4,0.46,10.73%
AUDIOLOGY AND NEURO-OTOLOGY,1421-9700,NEUROSCIENCES - SCIE,2463,1.854,Q4,0.68,21.31%
CLINICAL EEG AND NEUROSCIENCE,2169-5202,NEUROSCIENCES - SCIE,1341,1.843,Q4,0.56,2.94%
NEUROREPORT,1473-558X,NEUROSCIENCES - SCIE,14144,1.837,Q4,0.41,5.51%
JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,1432-1351,NEUROSCIENCES - SCIE,5887,1.836,Q4,0.65,25.88%
Chemosensory Perception,1936-5810,NEUROSCIENCES - SCIE,524,1.833,Q4,0.43,23.91%
BRAIN BEHAVIOR AND EVOLUTION,1421-9743,NEUROSCIENCES - SCIE,2743,1.808,Q4,0.78,7.46%
Translational Neuroscience,2081-6936,NEUROSCIENCES - SCIE,603,1.757,Q4,0.43,100%
Brain Impairment,1839-5252,NEUROSCIENCES - SCIE,513,1.727,Q4,0.51,1.54%
EUROPEAN NEUROLOGY,1421-9913,NEUROSCIENCES - SCIE,3870,1.71,Q4,0.37,6.03%
JOURNAL OF NEUROLINGUISTICS,1873-8052,NEUROSCIENCES - SCIE,1446,1.71,Q4,0.8,9.80%
JOURNAL OF COMPUTATIONAL NEUROSCIENCE,1573-6873,NEUROSCIENCES - SCIE,1766,1.621,Q4,0.45,13.73%
ACTA NEUROBIOLOGIAE EXPERIMENTALIS,1689-0035,NEUROSCIENCES - SCIE,1355,1.579,Q4,0.33,82.46%
MOTOR CONTROL,1543-2696,NEUROSCIENCES - SCIE,874,1.422,Q4,0.5,0.99%
ARQUIVOS DE NEURO-PSIQUIATRIA,1678-4227,NEUROSCIENCES - SCIE,3770,1.42,Q4,0.28,100%
JOURNAL OF PSYCHOPHYSIOLOGY,2151-2124,NEUROSCIENCES - SCIE,858,1.333,Q4,0.49,1.52%
JOURNAL OF MOTOR BEHAVIOR,1940-1027,NEUROSCIENCES - SCIE,2775,1.328,Q4,0.46,2.23%
Journal of Mathematical Neuroscience,2190-8567,NEUROSCIENCES - SCIE,274,1.3,Q4,0.39,100%
ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE,0013-7006,NEUROSCIENCES - SCIE,1634,1.291,Q4,0.23,1.89%
NETWORK-COMPUTATION IN NEURAL SYSTEMS,1361-6536,NEUROSCIENCES - SCIE,740,1.273,Q4,0.29,12.50%
JOURNAL OF NEUROGENETICS,1563-5260,NEUROSCIENCES - SCIE,807,1.25,Q4,0.32,13.39%
ACTAS ESPANOLAS DE PSIQUIATRIA,1578-2735,NEUROSCIENCES - SCIE,752,1.196,Q4,0.31,0%
Sleep and Biological Rhythms,1479-8425,NEUROSCIENCES - SCIE,904,1.186,Q4,0.3,7.79%
SOMATOSENSORY AND MOTOR RESEARCH,1369-1651,NEUROSCIENCES - SCIE,861,1.111,Q4,0.26,1.50%
ARCHIVES ITALIENNES DE BIOLOGIE,0003-9829,NEUROSCIENCES - SCIE,624,1,Q4,0.25,0%
NEUROENDOCRINOLOGY LETTERS,2354-4716,NEUROSCIENCES - SCIE,2298,0.765,Q4,0.16,0%
NEUROPHYSIOLOGY,1573-9007,NEUROSCIENCES - SCIE,333,0.587,Q4,0.12,0%
NEUROCIRUGIA,2340-6305,NEUROSCIENCES - SCIE,405,0.553,Q4,0.17,0%
Journal of the History of the Neurosciences,1744-5213,NEUROSCIENCES - SCIE,383,0.529,Q4,0.28,4.49%
Neurochemical Journal,1819-7132,NEUROSCIENCES - SCIE,210,0.48,Q4,0.09,0%
ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA,0044-4677,NEUROSCIENCES - SCIE,336,0.437,Q4,0.11,0%
Ideggyogyaszati Szemle-Clinical Neuroscience,2498-6208,NEUROSCIENCES - SCIE,215,0.427,Q4,0.1,0%
Neurological Sciences and Neurophysiology,2636-865X,NEUROSCIENCES - SCIE,29,0.358,Q4,0.06,0%
CESKA A SLOVENSKA NEUROLOGIE A NEUROCHIRURGIE,1802-4041,NEUROSCIENCES - SCIE,242,0.35,Q4,0.1,0%
ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH,2167-9010,NEUROSCIENCES - SCIE,177,0.143,Q4,0.09,0%
INTERNATIONAL JOURNAL OF NURSING STUDIES,1873-491X,NURSING - SCIE,14846,5.837,Q1,2.38,13.28%
European Journal of Cardiovascular Nursing,1873-1953,NURSING - SCIE,2670,3.908,Q1,1.31,6.75%
Journal of Family Nursing,1552-549X,NURSING - SCIE,1174,3.818,Q1,1.32,9.33%
BIRTH-ISSUES IN PERINATAL CARE,1523-536X,NURSING - SCIE,3059,3.689,Q1,1.33,9.55%
International Journal of Mental Health Nursing,1447-0349,NURSING - SCIE,3269,3.503,Q1,1.4,7.94%
NURSE EDUCATION TODAY,1532-2793,NURSING - SCIE,11452,3.442,Q1,1.66,4.67%
Journal of Nursing Management,1365-2834,NURSING - SCIE,5861,3.325,Q1,1.36,7.93%
NURSING OUTLOOK,1528-3968,NURSING - SCIE,2751,3.25,Q1,1.69,2.36%
JOURNAL OF ADVANCED NURSING,1365-2648,NURSING - SCIE,23214,3.187,Q1,1.6,9.51%
JOURNAL OF NURSING SCHOLARSHIP,1547-5069,NURSING - SCIE,4200,3.176,Q1,1.75,5.56%
Women and Birth,1878-1799,NURSING - SCIE,2771,3.172,Q1,1.33,5.09%
Intensive and Critical Care Nursing,1532-4036,NURSING - SCIE,2222,3.072,Q1,1.54,5.99%
JOURNAL OF CLINICAL NURSING,1365-2702,NURSING - SCIE,16921,3.036,Q1,1.46,8.39%
Journal of Psychiatric and Mental Health Nursing,1365-2850,NURSING - SCIE,3537,2.952,Q1,0.96,10.09%
Journal of Tissue Viability,1876-4746,NURSING - SCIE,955,2.932,Q1,1.6,12.31%
Worldviews on Evidence-Based Nursing,1741-6787,NURSING - SCIE,1952,2.931,Q1,1.38,10.26%
NURSING ETHICS,1477-0989,NURSING - SCIE,3775,2.874,Q1,1.56,7.86%
INTERNATIONAL NURSING REVIEW,1466-7657,NURSING - SCIE,2421,2.871,Q1,1.45,5.21%
Journal of School Nursing,1546-8364,NURSING - SCIE,1266,2.835,Q1,1.35,4.97%
Australian Critical Care,1878-1721,NURSING - SCIE,1194,2.737,Q1,1.07,6.28%
CANCER NURSING,1538-9804,NURSING - SCIE,4131,2.592,Q1,0.99,3%
Collegian,1876-7575,NURSING - SCIE,1416,2.573,Q1,1.23,5.79%
Biological Research for Nursing,1552-4175,NURSING - SCIE,1609,2.522,Q1,1.41,1.41%
EUROPEAN JOURNAL OF CANCER CARE,1365-2354,NURSING - SCIE,4547,2.52,Q1,1,10.20%
Asia-Pacific Journal of Oncology Nursing,2349-6673,NURSING - SCIE,603,2.509,Q1,1.08,100%
European Journal of Oncology Nursing,1532-2122,NURSING - SCIE,3404,2.398,Q1,0.98,6.60%
Nursing Inquiry,1440-1800,NURSING - SCIE,1370,2.393,Q1,1.33,11.54%
Clinical Simulation in Nursing,1876-1402,NURSING - SCIE,2008,2.391,Q1,1.28,5.47%
JOURNAL OF MIDWIFERY & WOMENS HEALTH,1542-2011,NURSING - SCIE,2622,2.388,Q1,1.06,5.66%
Journal of the American Psychiatric Nurses Association,1532-5725,NURSING - SCIE,894,2.385,Q1,0.82,0.59%
NURSING RESEARCH,1538-9847,NURSING - SCIE,5060,2.381,Q1,1.22,1.09%
MIDWIFERY,1532-3099,NURSING - SCIE,5894,2.372,Q2,1.3,10.10%
GERIATRIC NURSING,1528-3984,NURSING - SCIE,2084,2.361,Q2,0.81,6.53%
Advances in Skin & Wound Care,1538-8654,NURSING - SCIE,1782,2.347,Q2,0.88,6.28%
Nursing in Critical Care,1478-5153,NURSING - SCIE,1171,2.325,Q2,1.79,6.63%
Seminars in Oncology Nursing,1878-3449,NURSING - SCIE,1412,2.315,Q2,0.65,2.14%
BMC NURSING,1472-6955,NURSING - SCIE,1761,2.283,Q2,1.25,100%
Nurse Education in Practice,1471-5953,NURSING - SCIE,3334,2.281,Q2,1.22,3.88%
APPLIED NURSING RESEARCH,1532-8201,NURSING - SCIE,2902,2.257,Q2,1.18,2.27%
RESEARCH IN NURSING & HEALTH,1098-240X,NURSING - SCIE,6385,2.228,Q2,1.44,2.78%
AMERICAN JOURNAL OF CRITICAL CARE,1937-710X,NURSING - SCIE,3068,2.228,Q2,0.96,0%
AMERICAN JOURNAL OF NURSING,1538-7488,NURSING - SCIE,2364,2.22,Q2,0.77,0%
JOURNAL OF HUMAN LACTATION,1552-5732,NURSING - SCIE,2700,2.219,Q2,1.2,3.97%
ARCHIVES OF PSYCHIATRIC NURSING,1532-8228,NURSING - SCIE,2788,2.218,Q2,0.82,2.60%
HEART & LUNG,1527-3288,NURSING - SCIE,3080,2.21,Q2,0.76,2.80%
PERSPECTIVES IN PSYCHIATRIC CARE,1744-6163,NURSING - SCIE,1276,2.186,Q2,0.9,1.28%
ONCOLOGY NURSING FORUM,1538-0688,NURSING - SCIE,4230,2.172,Q2,0.76,0%
Journal of Pediatric Nursing-Nursing Care of Children & Families,0882-5963,NURSING - SCIE,3524,2.145,Q2,1.13,2.49%
International Emergency Nursing,1878-013X,NURSING - SCIE,1164,2.142,Q2,1.16,7.30%
International Journal of Older People Nursing,1748-3743,NURSING - SCIE,1121,2.115,Q2,0.7,12.58%
JOURNAL OF PROFESSIONAL NURSING,1532-8481,NURSING - SCIE,2171,2.104,Q2,1.29,1.18%
Asian Nursing Research,2093-7482,NURSING - SCIE,1247,2.085,Q2,1.12,100%
Journal of Cardiovascular Nursing,1550-5049,NURSING - SCIE,2462,2.083,Q2,0.92,3.95%
Nurse Educator,1538-9855,NURSING - SCIE,1414,2.082,Q2,0.96,0.86%
Clinical Nursing Research,1552-3799,NURSING - SCIE,1172,2.075,Q2,1.17,1.28%
International Journal of Nursing Practice,1440-172X,NURSING - SCIE,2676,2.066,Q2,0.93,5.26%
CIN-COMPUTERS INFORMATICS NURSING,1538-9774,NURSING - SCIE,1349,1.985,Q2,0.6,3.03%
Journal of Child Health Care,1741-2889,NURSING - SCIE,1205,1.979,Q2,0.88,7.34%
Advances in Neonatal Care,1536-0911,NURSING - SCIE,1351,1.968,Q2,1.05,0.53%
WESTERN JOURNAL OF NURSING RESEARCH,1552-8456,NURSING - SCIE,2908,1.967,Q2,1.14,1.08%
Journal of Transcultural Nursing,1552-7832,NURSING - SCIE,1897,1.959,Q2,1.07,2.46%
Pain Management Nursing,1532-8635,NURSING - SCIE,1835,1.929,Q2,1.17,0.85%
Journal of Hospice & Palliative Nursing,1539-0705,NURSING - SCIE,948,1.918,Q3,0.74,1.42%
Nursing & Health Sciences,1442-2018,NURSING - SCIE,2697,1.857,Q3,0.99,5.11%
Journal of Emergency Nursing,1527-2966,NURSING - SCIE,1861,1.836,Q3,0.93,2.38%
Issues in Mental Health Nursing,1096-4673,NURSING - SCIE,3310,1.835,Q3,0.66,6.67%
ADVANCES IN NURSING SCIENCE,1550-5014,NURSING - SCIE,1776,1.824,Q3,1.09,0.93%
Journal of Pediatric Health Care,1532-656X,NURSING - SCIE,1715,1.812,Q3,0.68,1.04%
Contemporary Nurse,1839-3535,NURSING - SCIE,1837,1.787,Q3,0.79,0.77%
Nursing Open,2054-1058,NURSING - SCIE,705,1.762,Q3,1.01,100%
